region	chr	midPos	Nsites
(350793,351292)(350800,351299)(350800,351300)	Mt	351050	501	0.027937
(350893,351392)(350900,351399)(350900,351400)	Mt	351150	501	0.030020
(350993,351492)(351000,351499)(351000,351500)	Mt	351250	501	0.030881
(351093,351592)(351100,351599)(351100,351600)	Mt	351350	501	0.027781
(351193,351692)(351200,351699)(351200,351700)	Mt	351450	501	0.026416
(351293,351792)(351300,351799)(351300,351800)	Mt	351550	501	0.026555
(351393,351892)(351400,351899)(351400,351900)	Mt	351650	501	0.026566
(351493,351992)(351500,351999)(351500,352000)	Mt	351750	501	0.023878
(351593,352092)(351600,352099)(351600,352100)	Mt	351850	501	0.025335
(351693,352192)(351700,352199)(351700,352200)	Mt	351950	501	0.024455
(351793,352292)(351800,352299)(351800,352300)	Mt	352050	501	0.021877
(351893,352392)(351900,352399)(351900,352400)	Mt	352150	501	0.022421
(351993,352492)(352000,352499)(352000,352500)	Mt	352250	501	0.023030
(352093,352592)(352100,352599)(352100,352600)	Mt	352350	501	0.023224
(352193,352692)(352200,352699)(352200,352700)	Mt	352450	501	0.027898
(352293,352792)(352300,352799)(352300,352800)	Mt	352550	501	0.028567
(352393,352892)(352400,352899)(352400,352900)	Mt	352650	501	0.027575
(352493,352992)(352500,352999)(352500,353000)	Mt	352750	501	0.027130
(352593,353092)(352600,353099)(352600,353100)	Mt	352850	501	0.026846
(352693,353192)(352700,353199)(352700,353200)	Mt	352950	501	0.021139
(352793,353292)(352800,353299)(352800,353300)	Mt	353050	501	0.020592
(352893,353392)(352900,353399)(352900,353400)	Mt	353150	501	0.019672
(352993,353492)(353000,353499)(353000,353500)	Mt	353250	501	0.019965
(353093,353592)(353100,353599)(353100,353600)	Mt	353350	501	0.020332
(353193,353692)(353200,353699)(353200,353700)	Mt	353450	501	0.023961
(353293,353792)(353300,353799)(353300,353800)	Mt	353550	501	0.025051
(353393,353892)(353400,353899)(353400,353900)	Mt	353650	501	0.023799
(353493,353992)(353500,353999)(353500,354000)	Mt	353750	501	0.024553
(353593,354092)(353600,354099)(353600,354100)	Mt	353850	501	0.024250
(353693,354192)(353700,354199)(353700,354200)	Mt	353950	501	0.022367
(353793,354292)(353800,354299)(353800,354300)	Mt	354050	501	0.021372
(353893,354392)(353900,354399)(353900,354400)	Mt	354150	501	0.022255
(353993,354492)(354000,354499)(354000,354500)	Mt	354250	501	0.020561
(354093,354592)(354100,354599)(354100,354600)	Mt	354350	501	0.020259
(354193,354692)(354200,354699)(354200,354700)	Mt	354450	501	0.023514
(354293,354792)(354300,354799)(354300,354800)	Mt	354550	501	0.026688
(354393,354892)(354400,354899)(354400,354900)	Mt	354650	501	0.028616
(354493,354992)(354500,354999)(354500,355000)	Mt	354750	501	0.029755
(354593,355092)(354600,355099)(354600,355100)	Mt	354850	501	0.029052
(354693,355192)(354700,355199)(354700,355200)	Mt	354950	501	0.026642
(354793,355292)(354800,355299)(354800,355300)	Mt	355050	501	0.026703
(354893,355392)(354900,355399)(354900,355400)	Mt	355150	501	0.024891
(354993,355492)(355000,355499)(355000,355500)	Mt	355250	501	0.027674
(355093,355592)(355100,355599)(355100,355600)	Mt	355350	501	0.028601
(355193,355692)(355200,355699)(355200,355700)	Mt	355450	501	0.028161
(355293,355792)(355300,355799)(355300,355800)	Mt	355550	501	0.024413
(355393,355892)(355400,355899)(355400,355900)	Mt	355650	501	0.024572
(355493,355992)(355500,355999)(355500,356000)	Mt	355750	501	0.025456
(355593,356092)(355600,356099)(355600,356100)	Mt	355850	501	0.025533
(355693,356192)(355700,356199)(355700,356200)	Mt	355950	501	0.026801
(355793,356292)(355800,356299)(355800,356300)	Mt	356050	501	0.026194
(355893,356392)(355900,356399)(355900,356400)	Mt	356150	501	0.028324
(355993,356492)(356000,356499)(356000,356500)	Mt	356250	501	0.026362
(356093,356592)(356100,356599)(356100,356600)	Mt	356350	501	0.025706
(356193,356692)(356200,356699)(356200,356700)	Mt	356450	501	0.028016
(356293,356792)(356300,356799)(356300,356800)	Mt	356550	501	0.030686
(356393,356892)(356400,356899)(356400,356900)	Mt	356650	501	0.028595
(356493,356992)(356500,356999)(356500,357000)	Mt	356750	501	0.025605
(356593,357092)(356600,357099)(356600,357100)	Mt	356850	501	0.023821
(356693,357192)(356700,357199)(356700,357200)	Mt	356950	501	0.024195
(356793,357292)(356800,357299)(356800,357300)	Mt	357050	501	0.026266
(356893,357392)(356900,357399)(356900,357400)	Mt	357150	501	0.024827
(356993,357492)(357000,357499)(357000,357500)	Mt	357250	501	0.029279
(357093,357592)(357100,357599)(357100,357600)	Mt	357350	501	0.030574
(357193,357692)(357200,357699)(357200,357700)	Mt	357450	501	0.028141
(357293,357792)(357300,357799)(357300,357800)	Mt	357550	501	0.025290
(357393,357892)(357400,357899)(357400,357900)	Mt	357650	501	0.027968
(357493,357992)(357500,357999)(357500,358000)	Mt	357750	501	0.024494
(357593,358092)(357600,358099)(357600,358100)	Mt	357850	501	0.025983
(357693,358192)(357700,358199)(357700,358200)	Mt	357950	501	0.023825
(357793,358292)(357800,358299)(357800,358300)	Mt	358050	501	0.025503
(357893,358392)(357900,358399)(357900,358400)	Mt	358150	501	0.027384
(357993,358492)(358000,358499)(358000,358500)	Mt	358250	501	0.029505
(358093,358592)(358100,358599)(358100,358600)	Mt	358350	501	0.026992
(358193,358692)(358200,358699)(358200,358700)	Mt	358450	501	0.030592
(358293,358792)(358300,358799)(358300,358800)	Mt	358550	501	0.030000
(358393,358892)(358400,358899)(358400,358900)	Mt	358650	501	0.028176
(358493,358992)(358500,358999)(358500,359000)	Mt	358750	501	0.027850
(358593,359092)(358600,359099)(358600,359100)	Mt	358850	501	0.028852
(358693,359192)(358700,359199)(358700,359200)	Mt	358950	501	0.025850
(358793,359292)(358800,359299)(358800,359300)	Mt	359050	501	0.023249
(358893,359392)(358900,359399)(358900,359400)	Mt	359150	501	0.023739
(358993,359492)(359000,359499)(359000,359500)	Mt	359250	501	0.021559
(359093,359592)(359100,359599)(359100,359600)	Mt	359350	501	0.023183
(359193,359692)(359200,359699)(359200,359700)	Mt	359450	501	0.023306
(359293,359792)(359300,359799)(359300,359800)	Mt	359550	501	0.029979
(359393,359892)(359400,359899)(359400,359900)	Mt	359650	501	0.030971
(359493,359992)(359500,359999)(359500,360000)	Mt	359750	501	0.035300
(359593,360092)(359600,360099)(359600,360100)	Mt	359850	501	0.034208
(359693,360192)(359700,360199)(359700,360200)	Mt	359950	501	0.037977
(359793,360292)(359800,360299)(359800,360300)	Mt	360050	501	0.032742
(359893,360392)(359900,360399)(359900,360400)	Mt	360150	501	0.034250
(359993,360492)(360000,360499)(360000,360500)	Mt	360250	501	0.032370
(360093,360592)(360100,360599)(360100,360600)	Mt	360350	501	0.029380
(360193,360692)(360200,360699)(360200,360700)	Mt	360450	501	0.026253
(360293,360792)(360300,360799)(360300,360800)	Mt	360550	501	0.027370
(360393,360892)(360400,360899)(360400,360900)	Mt	360650	501	0.023104
(360493,360992)(360500,360999)(360500,361000)	Mt	360750	501	0.021507
(360593,361092)(360600,361099)(360600,361100)	Mt	360850	501	0.022848
(360693,361192)(360700,361199)(360700,361200)	Mt	360950	501	0.023072
(360793,361292)(360800,361299)(360800,361300)	Mt	361050	501	0.021638
(360893,361392)(360900,361399)(360900,361400)	Mt	361150	501	0.023891
(360993,361492)(361000,361499)(361000,361500)	Mt	361250	501	0.027040
(361093,361592)(361100,361599)(361100,361600)	Mt	361350	501	0.031023
(361193,361692)(361200,361699)(361200,361700)	Mt	361450	501	0.030033
(361293,361792)(361300,361799)(361300,361800)	Mt	361550	501	0.031321
(361393,361892)(361400,361899)(361400,361900)	Mt	361650	501	0.031761
(361493,361992)(361500,361999)(361500,362000)	Mt	361750	501	0.030237
(361593,362092)(361600,362099)(361600,362100)	Mt	361850	501	0.027949
(361693,362192)(361700,362199)(361700,362200)	Mt	361950	501	0.027777
(361793,362292)(361800,362299)(361800,362300)	Mt	362050	501	0.028795
(361893,362392)(361900,362399)(361900,362400)	Mt	362150	501	0.027200
(361993,362492)(362000,362499)(362000,362500)	Mt	362250	501	0.028539
(362093,362592)(362100,362599)(362100,362600)	Mt	362350	501	0.030349
(362193,362692)(362200,362699)(362200,362700)	Mt	362450	501	0.029823
(362293,362792)(362300,362799)(362300,362800)	Mt	362550	501	0.029318
(362393,362892)(362400,362899)(362400,362900)	Mt	362650	501	0.030020
(362493,362992)(362500,362999)(362500,363000)	Mt	362750	501	0.027570
(362593,363092)(362600,363099)(362600,363100)	Mt	362850	501	0.025334
(362693,363192)(362700,363199)(362700,363200)	Mt	362950	501	0.025716
(362793,363292)(362800,363299)(362800,363300)	Mt	363050	501	0.026278
(362893,363392)(362900,363399)(362900,363400)	Mt	363150	501	0.024669
(362993,363492)(363000,363499)(363000,363500)	Mt	363250	501	0.023395
(363093,363592)(363100,363599)(363100,363600)	Mt	363350	501	0.022723
(363193,363692)(363200,363699)(363200,363700)	Mt	363450	501	0.022329
(363293,363792)(363300,363799)(363300,363800)	Mt	363550	501	0.024928
(363393,363892)(363400,363899)(363400,363900)	Mt	363650	501	0.025363
(363493,363992)(363500,363999)(363500,364000)	Mt	363750	501	0.027957
(363593,364092)(363600,364099)(363600,364100)	Mt	363850	501	0.030633
(363693,364192)(363700,364199)(363700,364200)	Mt	363950	501	0.030863
(363793,364292)(363800,364299)(363800,364300)	Mt	364050	501	0.027243
(363893,364392)(363900,364399)(363900,364400)	Mt	364150	501	0.027159
(363993,364492)(364000,364499)(364000,364500)	Mt	364250	501	0.025984
(364093,364592)(364100,364599)(364100,364600)	Mt	364350	501	0.021539
(364193,364692)(364200,364699)(364200,364700)	Mt	364450	501	0.024009
(364293,364792)(364300,364799)(364300,364800)	Mt	364550	501	0.023559
(364393,364892)(364400,364899)(364400,364900)	Mt	364650	501	0.023695
(364493,364992)(364500,364999)(364500,365000)	Mt	364750	501	0.023431
(364593,365092)(364600,365099)(364600,365100)	Mt	364850	501	0.025503
(364693,365192)(364700,365199)(364700,365200)	Mt	364950	501	0.023068
(364793,365292)(364800,365299)(364800,365300)	Mt	365050	501	0.023189
(364893,365392)(364900,365399)(364900,365400)	Mt	365150	501	0.024615
(364993,365492)(365000,365499)(365000,365500)	Mt	365250	501	0.023482
(365093,365592)(365100,365599)(365100,365600)	Mt	365350	501	0.023022
(365193,365692)(365200,365699)(365200,365700)	Mt	365450	501	0.021966
(365293,365792)(365300,365799)(365300,365800)	Mt	365550	501	0.022591
(365393,365892)(365400,365899)(365400,365900)	Mt	365650	501	0.020962
(365493,365992)(365500,365999)(365500,366000)	Mt	365750	501	0.021567
(365593,366092)(365600,366099)(365600,366100)	Mt	365850	501	0.024899
(365693,366192)(365700,366199)(365700,366200)	Mt	365950	501	0.026585
(365793,366292)(365800,366299)(365800,366300)	Mt	366050	501	0.024351
(365893,366392)(365900,366399)(365900,366400)	Mt	366150	501	0.022369
(365993,366492)(366000,366499)(366000,366500)	Mt	366250	501	0.026374
(366093,366592)(366100,366599)(366100,366600)	Mt	366350	501	0.024130
(366193,366692)(366200,366699)(366200,366700)	Mt	366450	501	0.023477
(366293,366792)(366300,366799)(366300,366800)	Mt	366550	501	0.023933
(366393,366892)(366400,366899)(366400,366900)	Mt	366650	501	0.028827
(366493,366992)(366500,366999)(366500,367000)	Mt	366750	501	0.027696
(366593,367092)(366600,367099)(366600,367100)	Mt	366850	501	0.030246
(366693,367192)(366700,367199)(366700,367200)	Mt	366950	501	0.030410
(366793,367292)(366800,367299)(366800,367300)	Mt	367050	501	0.029910
(366893,367392)(366900,367399)(366900,367400)	Mt	367150	501	0.027157
(366993,367492)(367000,367499)(367000,367500)	Mt	367250	501	0.027936
(367093,367592)(367100,367599)(367100,367600)	Mt	367350	501	0.024168
(367193,367692)(367200,367699)(367200,367700)	Mt	367450	501	0.024843
(367293,367792)(367300,367799)(367300,367800)	Mt	367550	501	0.028230
(367393,367892)(367400,367899)(367400,367900)	Mt	367650	501	0.028697
(367493,367992)(367500,367999)(367500,368000)	Mt	367750	501	0.028789
(367593,368092)(367600,368099)(367600,368100)	Mt	367850	501	0.029083
(367693,368192)(367700,368199)(367700,368200)	Mt	367950	501	0.029722
(367793,368292)(367800,368299)(367800,368300)	Mt	368050	501	0.028074
(367893,368392)(367900,368399)(367900,368400)	Mt	368150	501	0.027037
(367993,368492)(368000,368499)(368000,368500)	Mt	368250	501	0.025292
(368093,368592)(368100,368599)(368100,368600)	Mt	368350	501	0.026094
(368193,368692)(368200,368699)(368200,368700)	Mt	368450	501	0.023992
(368293,368792)(368300,368799)(368300,368800)	Mt	368550	501	0.026052
(368393,368892)(368400,368899)(368400,368900)	Mt	368650	501	0.029389
(368493,368992)(368500,368999)(368500,369000)	Mt	368750	501	0.028489
(368593,369092)(368600,369099)(368600,369100)	Mt	368850	501	0.026479
(368693,369192)(368700,369199)(368700,369200)	Mt	368950	501	0.029931
(368793,369292)(368800,369299)(368800,369300)	Mt	369050	501	0.026612
(368893,369392)(368900,369399)(368900,369400)	Mt	369150	501	0.025326
(368993,369492)(369000,369499)(369000,369500)	Mt	369250	501	0.025140
(369093,369592)(369100,369599)(369100,369600)	Mt	369350	501	0.027565
(369193,369692)(369200,369699)(369200,369700)	Mt	369450	501	0.025556
(369293,369792)(369300,369799)(369300,369800)	Mt	369550	501	0.027773
(369393,369892)(369400,369899)(369400,369900)	Mt	369650	501	0.026001
(369493,369992)(369500,369999)(369500,370000)	Mt	369750	501	0.026680
(369593,370092)(369600,370099)(369600,370100)	Mt	369850	501	0.025122
(369693,370192)(369700,370199)(369700,370200)	Mt	369950	501	0.024427
(369793,370292)(369800,370299)(369800,370300)	Mt	370050	501	0.022272
(369893,370392)(369900,370399)(369900,370400)	Mt	370150	501	0.021970
(369993,370492)(370000,370499)(370000,370500)	Mt	370250	501	0.023613
(370093,370592)(370100,370599)(370100,370600)	Mt	370350	501	0.024965
(370193,370692)(370200,370699)(370200,370700)	Mt	370450	501	0.027528
(370293,370792)(370300,370799)(370300,370800)	Mt	370550	501	0.028485
(370393,370892)(370400,370899)(370400,370900)	Mt	370650	501	0.029317
(370493,370992)(370500,370999)(370500,371000)	Mt	370750	501	0.028206
(370593,371092)(370600,371099)(370600,371100)	Mt	370850	501	0.027385
(370693,371192)(370700,371199)(370700,371200)	Mt	370950	501	0.025630
(370793,371292)(370800,371299)(370800,371300)	Mt	371050	501	0.023596
(370893,371392)(370900,371399)(370900,371400)	Mt	371150	501	0.021563
(370993,371492)(371000,371499)(371000,371500)	Mt	371250	501	0.021568
(371093,371592)(371100,371599)(371100,371600)	Mt	371350	501	0.021615
(371193,371692)(371200,371699)(371200,371700)	Mt	371450	501	0.020515
(371293,371792)(371300,371799)(371300,371800)	Mt	371550	501	0.020839
(371393,371892)(371400,371899)(371400,371900)	Mt	371650	501	0.022022
(371493,371992)(371500,371999)(371500,372000)	Mt	371750	501	0.021721
(371593,372092)(371600,372099)(371600,372100)	Mt	371850	501	0.021985
(371693,372192)(371700,372199)(371700,372200)	Mt	371950	501	0.021490
(371793,372292)(371800,372299)(371800,372300)	Mt	372050	501	0.025536
(371893,372392)(371900,372399)(371900,372400)	Mt	372150	501	0.029690
(371993,372492)(372000,372499)(372000,372500)	Mt	372250	501	0.029442
(372093,372592)(372100,372599)(372100,372600)	Mt	372350	501	0.029740
(372193,372692)(372200,372699)(372200,372700)	Mt	372450	501	0.032510
(372293,372792)(372300,372799)(372300,372800)	Mt	372550	501	0.027801
(372393,372892)(372400,372899)(372400,372900)	Mt	372650	501	0.024206
(372493,372992)(372500,372999)(372500,373000)	Mt	372750	501	0.023472
(372593,373092)(372600,373099)(372600,373100)	Mt	372850	501	0.025038
(372693,373192)(372700,373199)(372700,373200)	Mt	372950	501	0.026208
(372793,373292)(372800,373299)(372800,373300)	Mt	373050	501	0.027643
(372893,373392)(372900,373399)(372900,373400)	Mt	373150	501	0.026409
(372993,373492)(373000,373499)(373000,373500)	Mt	373250	501	0.027063
(373093,373592)(373100,373599)(373100,373600)	Mt	373350	501	0.024116
(373193,373692)(373200,373699)(373200,373700)	Mt	373450	501	0.024083
(373293,373792)(373300,373799)(373300,373800)	Mt	373550	501	0.027227
(373393,373892)(373400,373899)(373400,373900)	Mt	373650	501	0.027124
(373493,373992)(373500,373999)(373500,374000)	Mt	373750	501	0.030755
(373593,374092)(373600,374099)(373600,374100)	Mt	373850	501	0.031734
(373693,374192)(373700,374199)(373700,374200)	Mt	373950	501	0.031469
(373793,374292)(373800,374299)(373800,374300)	Mt	374050	501	0.030388
(373893,374392)(373900,374399)(373900,374400)	Mt	374150	501	0.031973
(373993,374492)(374000,374499)(374000,374500)	Mt	374250	501	0.027818
(374093,374592)(374100,374599)(374100,374600)	Mt	374350	501	0.028405
(374193,374692)(374200,374699)(374200,374700)	Mt	374450	501	0.025788
(374293,374792)(374300,374799)(374300,374800)	Mt	374550	501	0.025719
(374393,374892)(374400,374899)(374400,374900)	Mt	374650	501	0.025380
(374493,374992)(374500,374999)(374500,375000)	Mt	374750	501	0.027323
(374593,375092)(374600,375099)(374600,375100)	Mt	374850	501	0.025999
(374693,375192)(374700,375199)(374700,375200)	Mt	374950	501	0.026790
(374793,375292)(374800,375299)(374800,375300)	Mt	375050	501	0.024674
(374893,375392)(374900,375399)(374900,375400)	Mt	375150	501	0.025035
(374993,375492)(375000,375499)(375000,375500)	Mt	375250	501	0.025077
(375093,375592)(375100,375599)(375100,375600)	Mt	375350	501	0.027544
(375193,375692)(375200,375699)(375200,375700)	Mt	375450	501	0.024959
(375293,375792)(375300,375799)(375300,375800)	Mt	375550	501	0.026659
(375393,375892)(375400,375899)(375400,375900)	Mt	375650	501	0.029124
(375493,375992)(375500,375999)(375500,376000)	Mt	375750	501	0.030046
(375593,376092)(375600,376099)(375600,376100)	Mt	375850	501	0.027644
(375693,376192)(375700,376199)(375700,376200)	Mt	375950	501	0.029726
(375793,376292)(375800,376299)(375800,376300)	Mt	376050	501	0.027393
(375893,376392)(375900,376399)(375900,376400)	Mt	376150	501	0.026641
(375993,376492)(376000,376499)(376000,376500)	Mt	376250	501	0.024636
(376093,376592)(376100,376599)(376100,376600)	Mt	376350	501	0.025137
(376193,376692)(376200,376699)(376200,376700)	Mt	376450	501	0.026646
(376293,376792)(376300,376799)(376300,376800)	Mt	376550	501	0.028803
(376393,376892)(376400,376899)(376400,376900)	Mt	376650	501	0.027388
(376493,376992)(376500,376999)(376500,377000)	Mt	376750	501	0.026856
(376593,377092)(376600,377099)(376600,377100)	Mt	376850	501	0.027243
(376693,377192)(376700,377199)(376700,377200)	Mt	376950	501	0.025070
(376793,377292)(376800,377299)(376800,377300)	Mt	377050	501	0.023874
(376893,377392)(376900,377399)(376900,377400)	Mt	377150	501	0.023758
(376993,377492)(377000,377499)(377000,377500)	Mt	377250	501	0.023969
(377093,377592)(377100,377599)(377100,377600)	Mt	377350	501	0.022794
(377193,377692)(377200,377699)(377200,377700)	Mt	377450	501	0.024951
